id,curr_age,gender,ann_income,dt_maint,age_car,income_bracket
35718W19QL,41,1,1377534.0,2018-08-25,310,High
29231R10EV,33,0,665540.0,2018-09-24,280,Low
48748J87TG,37,1,869555.0,2018-10-20,254,Low
11807D05SY,64,1,478022.0,2017-06-21,740,Low
21905X90RO,53,1,942670.0,2018-05-17,410,Low
10580L29VV,53,1,1589847.0,2018-03-07,481,High
81228D18BO,48,1,1286785.0,2017-03-15,838,Medium
34057Z27MM,47,0,1126751.0,2018-02-20,496,Medium
12167K01BK,54,0,846810.0,2018-07-19,347,Low
06265P28JU,44,1,1323464.0,2017-05-08,784,Medium
82049Z51KX,46,0,1831145.0,2018-04-10,447,High
83239R16ZW,47,0,825272.0,2018-08-04,331,Low
49558V29YX,53,1,1080442.0,2017-07-10,721,Medium
40464Z35MR,43,1,974609.0,2018-08-20,315,Medium
53644Q78VY,45,1,964490.0,2018-06-20,376,Medium
69142F16CA,36,0,1551754.0,2018-03-13,475,High
60492C50GZ,65,1,1723412.0,2018-02-26,490,High
71614Z31OM,41,1,926999.0,2018-05-22,405,Low
03416B32RP,64,0,1779203.0,2018-10-12,262,High
11077F22QA,50,0,1718761.0,2017-10-30,609,High
08303G30SE,29,0,1488480.0,2018-05-07,420,High
44241A27AO,51,1,892474.0,2018-11-17,226,Low
71374A23QL,34,0,667843.0,2018-11-13,230,Low
45803L99EN,36,1,1331330.0,2019-06-26,5,High
27196C53UI,51,0,1930536.0,2019-03-27,96,High
48370R51HV,63,0,590030.0,2019-05-14,48,Low
70649O76MN,63,0,1835340.0,2017-07-13,718,High
82256A49ZW,43,1,1222677.0,2019-03-03,120,Medium
38455W93II,43,0,1230491.0,2018-03-06,482,Medium
56315E12TT,65,0,1456124.0,2018-10-21,253,High
05941J55YU,59,0,1881539.0,2019-02-19,132,High
25776I29OU,28,1,766852.0,2019-06-01,30,Low
34172K69PZ,57,1,1666075.0,2019-02-05,146,High
72874V43ML,27,1,802199.0,2019-02-03,148,Low
97873N72SX,29,0,1132280.0,2018-11-04,239,Medium
26516G80GC,51,1,712229.0,2018-12-07,206,Low
40274P55MR,29,0,806350.0,2018-10-18,256,Low
54543P85JE,33,1,534381.0,2018-03-09,479,Low
19722J93DS,41,1,1385414.0,2017-11-05,603,High
37540D78FC,42,0,1028198.0,2018-11-20,223,Medium
13796B47JK,59,1,1984906.0,2018-05-18,409,High
29917A71GR,63,1,1888073.0,2018-09-27,277,High
59447S66XJ,25,0,699550.0,2018-05-20,407,Low
64886B88KU,41,0,874875.0,2018-07-16,350,Low
46269H09RK,41,1,1319138.0,2018-09-07,297,Medium
45336V08BD,62,0,678474.0,2018-02-21,495,Low
97983J80LU,34,0,1471429.0,2018-12-06,207,High
51286U10JL,38,1,954141.0,2019-04-27,65,Medium
43022H92ZM,25,0,753347.0,2016-11-07,966,Low
58346H15ZX,61,0,1295814.0,2018-07-01,365,Medium
23166I63YJ,54,1,476314.0,2018-04-20,437,Low
52462Y27ZY,35,1,971872.0,2018-12-20,193,Medium
70920O55KX,54,0,571604.0,2018-12-27,186,Low
98709G20PI,26,1,1085575.0,2019-05-14,48,Medium
55930E81CD,39,0,1653474.0,2019-06-09,22,High
36210A90KQ,64,1,1766409.0,2019-02-04,147,High
62781M09BY,26,0,850135.0,2018-03-31,457,Low
77048U79FJ,41,1,1213824.0,2018-06-07,389,Medium
81935K44NP,33,0,1005254.0,2018-07-08,358,Medium
16888Q61UV,62,1,439156.0,2018-02-04,512,Low
65928O21SR,49,1,1184486.0,2019-05-25,37,Medium
20018U08XQ,29,0,1358450.0,2018-07-16,350,High
56924D67EA,41,1,1397190.0,2018-04-23,434,High
29564G41BG,50,0,1847675.0,2018-01-20,527,High
71896F80PA,26,1,557754.0,2018-08-13,322,Low
44742A00BG,59,1,598371.0,2019-01-15,167,Low
11658J08WM,64,0,669219.0,2018-12-23,190,Low
55452O90YS,26,0,1042011.0,2018-11-13,230,Medium
74294H58DY,63,1,750529.0,2019-01-18,164,Low
15977K59ZH,42,0,1655520.0,2018-11-04,239,High
95668C24JX,65,0,574216.0,2018-05-25,402,Low
07424U03NQ,65,1,904445.0,2019-02-19,132,Low
01981T29OJ,46,1,881425.0,2018-02-16,500,Low
29186W84KX,52,0,414489.0,2018-03-17,471,Low
92243B76RF,28,1,934817.0,2018-12-15,198,Low
28205S80HO,43,0,1480846.0,2016-09-15,1019,High
37818Z75NC,42,1,1208115.0,2019-02-25,126,Medium
67259S33ZM,37,1,1023200.0,2018-08-30,305,Medium
27953J71OC,36,1,1026002.0,2019-04-10,82,Medium
58295S87JC,41,1,1527470.0,2016-10-09,995,High
99531J37ES,37,0,1989666.0,2018-07-30,336,High
30996D83MP,39,0,925909.0,2019-06-18,13,Low
85320O04OG,38,1,1406592.0,2018-03-06,482,High
79310U08QK,54,0,623865.0,2018-05-20,407,Low
74124A93UN,46,0,1345409.0,2018-11-03,240,High
93094V67KV,46,0,1502822.0,2018-11-17,226,High
38080K58AT,51,0,1213751.0,2018-07-13,353,Medium
53708H11IZ,54,0,1803042.0,2018-09-30,274,High
44884S97YQ,62,1,813357.0,2018-04-01,456,Low
51952O29TX,35,1,1191707.0,2018-03-10,478,Medium
27173V28DE,25,1,539264.0,2019-04-26,66,Low
66119P11GE,49,1,986341.0,2018-09-09,295,Medium
44344D57JR,33,1,837035.0,2017-04-11,811,Low
58870U01GS,52,0,1022277.0,2018-05-29,398,Medium
58203M14GN,58,0,447108.0,2018-10-03,271,Low
21007I46PT,43,0,811134.0,2018-05-20,407,Low
71291I38KL,57,0,941447.0,2018-03-06,482,Low
72046A86KL,35,0,1252211.0,2018-11-23,220,Medium
16057F65RU,41,1,851550.0,2019-03-10,113,Low
35809Y80PB,64,0,597441.0,2018-07-04,362,Low
55596O93OM,46,1,1390038.0,2019-01-29,153,High
94487E68MJ,42,0,1604954.0,2019-01-25,157,High
50240H97SQ,29,1,675039.0,2018-11-30,213,Low
86775X83LF,36,1,1323476.0,2018-06-04,392,Medium
53732F98DR,53,1,664211.0,2016-09-19,1015,Low
09162G28LV,65,0,1010576.0,2019-02-08,143,Medium
78622I00CE,56,1,311791.0,2017-07-12,719,Low
82980I08UK,53,1,1726881.0,2018-05-18,409,High
17174V41DW,57,1,1158196.0,2019-05-04,58,Medium
12289D49FN,58,1,1991511.0,2019-06-08,23,High
93434B83IL,57,0,541753.0,2018-04-01,456,Low
40729A88VO,52,1,1544969.0,2018-05-08,419,High
70348D16MF,26,1,684257.0,2018-09-03,301,Low
67071A73XK,38,1,1134504.0,2018-08-13,322,Medium
67079N76FD,43,0,1245243.0,2018-09-27,277,Medium
95725L39QM,48,1,1016422.0,2018-05-14,413,Medium
05756L47BT,59,0,1372898.0,2017-04-06,816,High
75241A87MS,56,0,336186.0,2018-11-09,234,Low
21181O26VC,32,0,912852.0,2018-10-20,254,Low
60533M94UG,64,0,661968.0,2017-07-12,719,Low
59802T69NI,42,1,1361607.0,2018-11-19,224,High
56116P44FZ,55,1,1452019.0,2018-08-28,307,High
21607T60YT,51,0,1073391.0,2016-10-13,991,Medium
22262Z59VY,56,1,1788574.0,2017-12-03,575,High
64845Z68WC,28,1,575268.0,2018-12-03,210,Low
39879E85CD,50,1,1132636.0,2019-06-06,25,Medium
04964Y40ED,52,0,1355417.0,2018-06-18,378,High
23585S30BQ,36,1,1016996.0,2019-03-06,117,Medium
20658O35IW,54,0,1097261.0,2019-03-24,99,Medium
23818S66NM,65,0,1768635.0,2018-07-17,349,High
20304Y55WX,52,0,1663653.0,2017-02-02,879,High
52695X06FP,31,0,794034.0,2018-04-12,445,Low
90504P47ZI,42,1,1083278.0,2018-12-11,202,Medium
50188X21BJ,38,0,858685.0,2017-10-10,629,Low
89374N38QM,55,0,1562311.0,2019-02-22,129,High
53094E23TV,44,0,1899363.0,2018-12-09,204,High
18367T23PM,62,1,1995294.0,2019-04-15,77,High
86828I03TM,42,1,1369008.0,2017-01-02,910,High
92270O55TE,37,1,1402558.0,2018-05-02,425,High
12259H17TT,46,0,1784897.0,2017-11-09,599,High
01977S59IP,31,0,1474209.0,2019-02-10,141,High
04282A24UF,37,1,1471031.0,2018-12-25,188,High
31618U63BS,38,1,1451192.0,2018-08-16,319,High
01965X80EJ,36,1,1563681.0,2018-04-07,450,High
91791E28KP,62,1,1729509.0,2018-05-14,413,High
39057V49UH,47,0,1101548.0,2016-10-20,984,Medium
12812O50GR,65,0,521224.0,2019-02-08,143,Low
36940Q53HW,54,1,502604.0,2017-02-14,867,Low
63182Y26YC,33,0,706015.0,2018-12-25,188,Low
74579G79QB,38,1,1313702.0,2018-01-16,531,Medium
15322K02KR,31,0,1011659.0,2018-05-24,403,Medium
62480W00YQ,33,1,1021065.0,2018-04-29,428,Medium
59781L54AK,60,1,358670.0,2017-12-05,573,Low
73750A81EL,44,0,970293.0,2018-11-29,214,Medium
70255R32PU,57,1,345919.0,2019-03-13,110,Low
79457O82PA,51,1,1858961.0,2019-03-26,97,High
06693P06WI,44,1,899613.0,2019-02-21,130,Low
41871I39PL,35,0,1479440.0,2018-01-31,516,High
90875D28YD,50,0,1928497.0,2018-02-23,493,High
14718T21QH,27,0,1440846.0,2018-05-14,413,High
34121O64WO,48,1,1195014.0,2017-05-30,762,Medium
40730N79DC,65,1,1533308.0,2017-02-12,869,High
43751D45WQ,46,1,1023755.0,2018-08-11,324,Medium
88175F29HO,57,0,1183225.0,2018-07-29,337,Medium
16297N25FC,55,1,1970524.0,2018-03-18,470,High
60322P10RO,34,1,1198616.0,2018-03-24,464,Medium
54579F42PN,25,1,886771.0,2017-01-25,887,Low
05294I79GZ,56,1,647214.0,2018-12-27,186,Low
33390D65GA,35,1,1023760.0,2018-06-26,370,Medium
43061L64SS,34,1,663176.0,2016-12-13,930,Low
20111N92DW,34,0,843424.0,2019-06-28,3,Low
85709Y01XG,33,0,1383916.0,2019-03-11,112,High
16841M12EL,65,1,447636.0,2017-11-25,583,Low
31371S85VP,56,1,998385.0,2018-04-18,439,Medium
84565U94CH,60,1,1982479.0,2017-04-29,793,High
64479A24HB,53,0,927904.0,2018-03-17,471,Low
28038B82FK,40,0,1285276.0,2018-04-11,446,Medium
15537U60KN,64,1,1510406.0,2019-01-24,158,High
06945L41KT,54,1,526135.0,2019-03-23,100,Low
90687P97DK,64,1,1229728.0,2018-04-28,429,Medium
62262N47OM,45,0,912428.0,2017-09-19,650,Low
30685C54JX,44,0,1198244.0,2018-03-17,471,Medium
08879X93QZ,53,0,1968797.0,2019-04-22,70,High
17956T17QP,64,0,601949.0,2018-07-08,358,Low
48955E90SJ,30,1,740957.0,2018-06-23,373,Low
21158S42FS,61,0,1143167.0,2019-03-23,100,Medium
43189S15VO,25,1,823642.0,2018-11-30,213,Low
54976F15MA,38,0,1674926.0,2018-05-02,425,High
51931U95VC,61,0,1258423.0,2018-11-23,220,Medium
75069U20UX,63,0,718517.0,2018-05-29,398,Low
83454T85DH,31,1,1028294.0,2017-03-03,850,Medium
80909B92WE,43,0,1618025.0,2018-08-16,319,High
91972D30HJ,49,1,1106013.0,2018-10-28,246,Medium
26122V91MO,37,1,1207471.0,2019-04-02,90,Medium
78675V01LC,52,0,765253.0,2018-06-03,393,Low
89638M32YR,29,0,842765.0,2018-10-11,263,Low
94970D32EG,36,0,1499717.0,2018-11-25,218,High
54091V36MC,33,1,722358.0,2019-05-10,52,Low
46158Q53FO,46,0,1109848.0,2019-06-04,27,Medium
83100V92KQ,35,0,1133009.0,2018-09-20,284,Medium
34121J65GN,62,1,1827310.0,2018-05-16,411,High
52684B75FN,28,1,526845.0,2017-03-04,849,Low
48301O88OQ,34,0,731395.0,2019-03-11,112,Low
44789B98ZW,27,1,792299.0,2018-03-06,482,Low
83396U46GU,51,0,910497.0,2018-11-27,216,Low
53120C63ZM,54,1,483920.0,2018-11-28,215,Low
58224J72VN,52,1,878008.0,2019-03-31,92,Low
50592O45EU,28,0,818366.0,2019-05-23,39,Low
00599T11ZO,40,0,980023.0,2019-03-27,96,Medium
90893I24FY,34,0,1095600.0,2018-01-31,516,Medium
90736M13PY,58,0,1016797.0,2018-06-14,382,Medium
31989F21YH,63,0,735839.0,2017-12-11,567,Low
10452O19KO,51,0,1563661.0,2019-05-10,52,High
00348B44OJ,42,1,1162427.0,2018-12-13,200,Medium
53812D36DL,57,0,1084834.0,2018-06-22,374,Medium
23998K53CP,47,0,1047332.0,2019-06-22,9,Medium
67521H21EU,44,1,1089882.0,2018-07-25,341,Medium
56253I38CT,36,0,1570894.0,2018-08-14,321,High
71240V37QE,46,0,1663613.0,2016-11-05,968,High
35425V62BF,45,1,1496732.0,2018-06-20,376,High
06208S67VZ,46,0,943400.0,2019-06-26,5,Low
58219C98WR,37,1,1227063.0,2018-10-25,249,Medium
92828R52IK,64,0,1418755.0,2017-08-25,675,High
21011Z38ZW,53,1,945676.0,2018-10-23,251,Low
21261K12DO,61,0,1417016.0,2019-02-10,141,High
30995G71FW,44,0,1561224.0,2018-04-05,452,High
66014M51TW,62,1,636284.0,2019-05-22,40,Low
05208N69AT,34,1,808078.0,2018-09-16,288,Low
39072Y28OO,44,0,1376438.0,2018-09-23,281,High
45685P68SV,27,0,817023.0,2018-03-24,464,Low
82101Q95TN,46,0,1137170.0,2018-05-09,418,Medium
09297N55XW,47,0,1051477.0,2016-09-19,1015,Medium
91086Z20DK,63,0,1970295.0,2016-12-27,916,High
02660C26YI,60,1,1938150.0,2017-11-25,583,High
98640O94DA,55,1,1098200.0,2019-05-27,35,Medium
81871F64HG,29,1,758543.0,2018-05-05,422,Low
82612W24HE,32,0,1496038.0,2018-05-05,422,High
77019K30HY,42,0,1131091.0,2018-06-03,393,Medium
84142B97KB,57,0,1891500.0,2018-01-13,534,High
71545C53TR,57,1,472145.0,2017-10-16,623,Low
05784A69QW,40,1,1560271.0,2017-08-29,671,High
23889X74JP,44,1,899140.0,2019-05-28,34,Low
72772Y12EL,53,0,451500.0,2017-01-20,892,Low
98961K46AI,35,0,629107.0,2018-11-29,214,Low
58872J31TK,29,1,966202.0,2018-12-07,206,Medium
29275H50ZN,63,1,1519852.0,2018-04-29,428,High
44204X95OM,59,0,951805.0,2018-05-05,422,Medium
18524O16IA,62,1,1083281.0,2018-12-19,194,Medium
97010O76JL,49,1,1264626.0,2017-03-02,851,Medium
52977E41QU,46,1,873120.0,2018-05-08,419,Low
01466K86TM,31,0,1190821.0,2018-05-15,412,Medium
85182U39RA,64,0,1172536.0,2019-02-12,139,Medium
69871G49FB,33,0,631799.0,2017-08-25,675,Low
02251W89LL,34,0,686366.0,2018-09-14,290,Low
65868X76SK,59,0,868373.0,2018-05-13,414,Low
47014R63IC,29,1,1008172.0,2017-08-31,669,Medium
78488T17HM,39,1,1559913.0,2019-06-13,18,High
95852N42OC,40,1,1221004.0,2017-10-25,614,Medium
10017P18JP,58,1,1752373.0,2018-01-22,525,High
77831Q82LE,41,0,1224129.0,2018-10-11,263,Medium
45076R19IN,56,1,878877.0,2018-05-10,417,Low
16363U88GF,65,0,944075.0,2018-11-27,216,Low
28224O92KZ,41,0,1218208.0,2018-04-26,431,Medium
33147T15EO,31,1,911605.0,2018-04-03,454,Low
13677P80MT,29,0,1263155.0,2018-05-16,411,Medium
06436W92EG,49,1,963884.0,2017-07-12,719,Medium
51936G24LO,40,0,1212559.0,2017-10-10,629,Medium
85715Q98EI,50,0,1083578.0,2018-03-08,480,Medium
12537R36ZQ,60,0,631654.0,2018-07-13,353,Low
58259V78YI,27,1,946906.0,2016-10-02,1002,Medium
82910B45LK,35,0,1187704.0,2017-12-15,563,Medium
12599C33KL,47,1,855544.0,2019-02-03,148,Low
17246Y35MX,46,0,1107374.0,2018-08-06,329,Medium
52192D74DX,59,1,1115543.0,2019-04-18,74,Medium
14545G47AH,41,1,980535.0,2017-06-29,732,Medium
49030G80QM,56,0,1508414.0,2019-01-27,155,High
47874J15VI,45,1,1238310.0,2018-12-17,196,Medium
95636M63ZG,57,0,722837.0,2018-06-23,373,Low
19858E99ZO,56,0,752610.0,2019-05-27,35,Low
34385R17JA,40,1,881131.0,2018-11-04,239,Low
72789H36VA,51,1,789763.0,2019-04-01,91,Low
74703N56WW,29,1,628766.0,2018-06-11,385,Low
02486H90FG,60,1,1610133.0,2018-10-09,265,High
60549G58VU,55,1,436927.0,2018-05-19,408,Low
67838E14YF,51,1,1373055.0,2019-05-30,32,High
67613L64RF,28,0,814022.0,2018-03-20,468,Low
22148A43KQ,54,0,1393613.0,2019-06-30,1,High
70427F23RG,63,1,690260.0,2018-11-02,241,Low
51139U64OJ,60,1,1916529.0,2018-04-16,441,High
89497A67RY,56,1,1407252.0,2018-04-26,431,High
18887G85BS,64,0,661561.0,2016-12-31,912,Low
33194Z84NY,46,0,1504408.0,2018-04-07,450,High
17784N68UP,31,1,945035.0,2018-11-23,220,Low
45856O04WJ,52,1,1102021.0,2017-12-04,574,Medium
79325W85WA,36,1,1448786.0,2018-06-24,372,High
86400K44TT,41,0,1990949.0,2019-03-30,93,High
35196W94AE,39,1,1528644.0,2018-09-14,290,High
13520W02HM,31,1,1030084.0,2017-12-28,550,Medium
38736C98KT,48,1,1115344.0,2016-09-15,1019,Medium
91283H94GL,27,0,1305985.0,2018-10-10,264,Medium
55635P52JC,50,1,987184.0,2018-11-04,239,Medium
65415U14TP,47,0,1394544.0,2019-02-19,132,High
67253M51JC,39,1,913132.0,2018-11-30,213,Low
06230N66IF,51,1,1477694.0,2018-06-27,369,High
59152H63SD,56,0,508117.0,2016-12-27,916,Low
37928B16ZO,50,0,1981161.0,2018-07-26,340,High
29051R31OJ,25,1,1132674.0,2019-05-26,36,Medium
25315D41VP,54,1,1309918.0,2016-09-17,1017,Medium
21109K43TW,29,0,1421444.0,2018-04-18,439,High
68504J42PG,45,1,816974.0,2018-06-16,380,Low
87066T99TA,26,1,667631.0,2017-11-10,598,Low
06720N53AC,51,0,1689384.0,2017-03-14,839,High
01073X91NN,26,0,1249082.0,2019-05-10,52,Medium
80447K01UU,30,1,1132036.0,2019-04-21,71,Medium
03757J84ZD,53,0,828331.0,2019-05-06,56,Low
62639R34FM,34,1,932377.0,2018-06-17,379,Low
59653X34YP,51,1,1841173.0,2018-07-19,347,High
04704D71YW,40,0,1326015.0,2018-10-01,273,High
68035P56KO,53,0,868889.0,2016-12-01,942,Low
59824G53GX,44,1,1346697.0,2018-07-10,356,High
13766X00UO,58,0,1761407.0,2016-10-30,974,High
44365X98XP,46,1,1105033.0,2018-05-24,403,Medium
39941R12LB,41,0,1625262.0,2018-11-26,217,High
90988M10RN,32,0,674792.0,2018-04-26,431,Low
62517N10NG,30,1,836428.0,2019-04-14,78,Low
51258C81DL,37,1,841395.0,2019-04-15,77,Low
45147M11GK,52,0,1248595.0,2018-12-22,191,Medium
07015D77SA,47,0,970137.0,2017-08-19,681,Medium
25925E97FN,36,1,858980.0,2019-01-16,166,Low
